income,age,sex,occupation
0,19,1,Adm-clerical
0,33,1,Other-service
0,31,1,Adm-clerical
0,28,1,Adm-clerical
0,19,1,Other-service
0,27,0,Sales
0,21,0,Handlers-cleaners
0,24,1,Prof-specialty
0,46,0,Transport-moving
0,31,1,Exec-managerial
1,60,0,Transport-moving
0,21,1,Sales
0,38,1,?
0,31,0,Transport-moving
1,26,0,Sales
0,46,1,Priv-house-serv
1,25,0,Exec-managerial
0,23,0,Adm-clerical
1,53,0,Exec-managerial
1,42,1,?
0,29,1,Adm-clerical
1,45,0,Prof-specialty
0,70,0,Adm-clerical
1,55,0,Sales
1,40,0,Prof-specialty
0,17,0,Other-service
0,18,0,Craft-repair
1,34,0,Sales
0,41,1,Adm-clerical
0,28,0,Adm-clerical
0,23,0,Protective-serv
0,32,0,Exec-managerial
0,56,0,Machine-op-inspct
0,36,0,Exec-managerial
0,26,0,Adm-clerical
0,62,1,Tech-support
0,35,1,Adm-clerical
0,25,1,Prof-specialty
0,28,0,Transport-moving
0,21,1,Adm-clerical
0,31,0,Transport-moving
0,23,0,Other-service
1,58,0,Prof-specialty
1,55,0,Prof-specialty
0,54,0,Craft-repair
0,33,0,Transport-moving
1,28,0,Handlers-cleaners
0,40,0,Machine-op-inspct
1,33,0,Sales
0,27,0,Prof-specialty
0,55,0,Adm-clerical
0,53,0,Transport-moving
0,23,0,Transport-moving
0,66,0,Craft-repair
1,34,0,Exec-managerial
0,39,0,Transport-moving
0,21,1,Adm-clerical
0,26,1,Adm-clerical
0,21,1,Adm-clerical
0,59,0,Sales
0,61,0,Transport-moving
1,30,0,Sales
0,22,0,Machine-op-inspct
0,47,1,Machine-op-inspct
0,50,0,Other-service
0,67,1,Exec-managerial
0,59,0,Craft-repair
1,35,1,Other-service
1,56,1,Farming-fishing
0,28,0,Adm-clerical
0,34,1,Exec-managerial
0,63,1,Farming-fishing
0,48,0,Craft-repair
1,41,0,Prof-specialty
0,26,1,Handlers-cleaners
0,47,0,Sales
0,29,0,Farming-fishing
0,30,0,Handlers-cleaners
0,19,0,Sales
0,27,1,Adm-clerical
0,59,0,Farming-fishing
0,19,0,Craft-repair
0,45,0,Handlers-cleaners
0,37,0,Adm-clerical
0,44,1,Prof-specialty
0,34,0,Adm-clerical
0,30,1,Tech-support
1,30,0,Exec-managerial
0,56,1,Other-service
0,19,1,Other-service
0,37,0,Craft-repair
1,45,0,Exec-managerial
0,21,1,Adm-clerical
0,34,0,Farming-fishing
0,27,0,Exec-managerial
0,44,1,Prof-specialty
0,33,0,Exec-managerial
0,32,1,Exec-managerial
0,37,0,Craft-repair
0,26,1,Sales
0,49,0,Craft-repair
0,20,1,Prof-specialty
0,37,0,Craft-repair
0,22,0,Craft-repair
0,44,0,Tech-support
0,30,0,Craft-repair
0,55,0,Other-service
0,36,0,Machine-op-inspct
0,29,0,Tech-support
0,19,0,?
0,45,0,Protective-serv
1,38,0,Sales
0,42,0,Craft-repair
0,27,1,Exec-managerial
0,20,0,Adm-clerical
0,43,0,Prof-specialty
0,21,0,Adm-clerical
0,33,1,Prof-specialty
1,36,0,Craft-repair
0,34,0,Other-service
0,72,1,Other-service
1,54,0,Exec-managerial
1,30,0,Craft-repair
0,63,0,Machine-op-inspct
1,36,0,Exec-managerial
0,25,0,Exec-managerial
0,72,1,?
0,55,0,Craft-repair
1,44,0,Prof-specialty
0,41,1,Machine-op-inspct
0,20,0,?
1,47,0,Prof-specialty
0,71,0,?
1,41,0,Prof-specialty
0,35,0,Transport-moving
0,18,1,Adm-clerical
0,23,1,Other-service
0,57,0,Exec-managerial
0,56,0,Exec-managerial
0,25,1,Sales
0,64,1,?
0,35,1,Prof-specialty
0,61,0,Adm-clerical
0,36,1,Prof-specialty
0,18,1,Sales
0,21,1,Sales
0,43,1,?
0,32,0,Transport-moving
1,52,0,Machine-op-inspct
0,48,0,Craft-repair
0,40,1,Prof-specialty
1,35,0,Exec-managerial
0,22,1,?
0,42,1,Adm-clerical
0,60,1,?
0,34,0,Machine-op-inspct
0,27,0,Tech-support
0,47,0,Farming-fishing
0,65,0,Craft-repair
0,61,1,Exec-managerial
0,18,0,Sales
0,49,0,?
1,48,0,Prof-specialty
0,26,0,Transport-moving
0,30,0,Sales
1,68,0,Farming-fishing
0,23,0,Sales
0,65,0,Exec-managerial
0,32,0,Adm-clerical
1,44,0,Exec-managerial
1,48,1,Prof-specialty
0,24,0,Tech-support
0,58,0,Farming-fishing
0,32,0,Prof-specialty
1,54,0,Exec-managerial
1,35,0,Prof-specialty
0,35,1,Exec-managerial
0,24,0,Sales
1,50,0,Prof-specialty
0,38,0,Craft-repair
1,57,0,Exec-managerial
0,38,0,Sales
0,49,0,Craft-repair
0,25,1,Tech-support
0,56,0,Transport-moving
0,32,1,Other-service
0,22,0,Prof-specialty
0,23,0,?
0,33,0,Craft-repair
0,42,1,Adm-clerical
0,62,0,Transport-moving
0,24,0,?
0,26,0,Protective-serv
1,46,0,Craft-repair
1,33,1,Sales
1,65,0,?
0,65,0,Transport-moving
1,46,0,Craft-repair
0,43,1,Exec-managerial
1,43,0,Craft-repair
0,35,0,Craft-repair
0,48,1,Handlers-cleaners
1,55,0,Exec-managerial
0,45,0,Craft-repair
0,56,0,Exec-managerial
0,59,0,Exec-managerial
0,56,0,Craft-repair
0,21,0,Other-service
0,26,0,Exec-managerial
0,38,1,Other-service
0,27,1,Adm-clerical
1,48,0,Craft-repair
1,37,0,Prof-specialty
0,63,0,Craft-repair
1,27,0,Transport-moving
0,20,0,Sales
1,26,0,Prof-specialty
0,21,0,?
0,51,0,Exec-managerial
1,28,0,Prof-specialty
0,39,1,Other-service
1,35,0,Sales
0,21,1,?
0,65,0,Craft-repair
0,54,0,Transport-moving
0,39,0,Other-service
0,24,1,Adm-clerical
0,36,1,Exec-managerial
1,70,0,?
1,52,0,Craft-repair
0,64,0,Machine-op-inspct
0,43,0,Craft-repair
0,44,0,Priv-house-serv
0,47,1,Adm-clerical
0,32,0,Handlers-cleaners
0,20,1,Sales
0,33,1,Adm-clerical
0,52,1,Adm-clerical
0,49,0,Machine-op-inspct
0,31,1,Sales
0,62,1,Other-service
0,44,0,Craft-repair
0,28,0,Protective-serv
1,68,1,Prof-specialty
0,40,1,Adm-clerical
0,46,0,Handlers-cleaners
0,22,1,Machine-op-inspct
0,37,0,Tech-support
0,62,0,Prof-specialty
1,37,0,Exec-managerial
1,35,0,Sales
0,44,0,Sales
1,41,0,Sales
0,36,0,Prof-specialty
0,26,1,Other-service
1,48,0,Transport-moving
0,21,1,Other-service
1,39,0,Craft-repair
1,38,1,Prof-specialty
1,44,0,Craft-repair
1,56,1,Sales
0,25,0,Transport-moving
0,32,1,Prof-specialty
1,47,1,Adm-clerical
0,26,0,Handlers-cleaners
1,31,1,Prof-specialty
0,23,0,Exec-managerial
1,41,1,Prof-specialty
0,55,0,Exec-managerial
0,23,1,Exec-managerial
1,45,0,Adm-clerical
0,42,0,Exec-managerial
0,29,0,Prof-specialty
0,48,0,Exec-managerial
0,36,0,Craft-repair
1,52,0,Sales
0,46,0,Craft-repair
0,34,0,Adm-clerical
0,27,1,Adm-clerical
0,18,1,Machine-op-inspct
0,18,1,Other-service
0,42,0,Craft-repair
0,64,0,?
1,36,0,Exec-managerial
0,20,1,?
1,52,0,Sales
1,44,0,Exec-managerial
1,53,0,Sales
1,36,0,Sales
0,27,0,Tech-support
0,52,0,Machine-op-inspct
0,60,0,Prof-specialty
1,41,0,Tech-support
1,64,0,Prof-specialty
0,25,0,Other-service
0,63,0,Other-service
0,54,0,Craft-repair
0,21,0,Handlers-cleaners
0,27,0,Adm-clerical
0,63,0,Farming-fishing
0,37,1,Other-service
0,22,0,Transport-moving
0,54,0,Craft-repair
0,54,1,Other-service
0,60,0,Other-service
0,19,0,Handlers-cleaners
0,25,1,Adm-clerical
0,51,1,Adm-clerical
0,47,1,Exec-managerial
0,44,0,Craft-repair
0,18,1,?
0,57,1,Prof-specialty
0,22,0,Sales
0,36,1,Other-service
0,33,1,?
0,39,0,Machine-op-inspct
1,49,0,Prof-specialty
0,41,0,Other-service
0,35,0,Adm-clerical
0,40,1,Sales
0,30,1,Exec-managerial
0,25,0,Sales
1,25,0,Adm-clerical
1,37,0,Adm-clerical
1,53,0,Prof-specialty
0,34,1,Prof-specialty
0,22,0,Other-service
0,18,1,Sales
1,52,1,?
0,45,0,Sales
0,19,1,Adm-clerical
0,33,0,Sales
0,45,0,Adm-clerical
1,43,0,Exec-managerial
0,40,0,Craft-repair
1,41,0,Farming-fishing
0,25,0,Craft-repair
0,22,1,Adm-clerical
0,52,0,Adm-clerical
1,45,0,Adm-clerical
0,32,1,Prof-specialty
0,26,0,Transport-moving
0,24,0,Other-service
0,37,1,Machine-op-inspct
0,49,1,Other-service
0,43,0,Prof-specialty
0,35,0,Machine-op-inspct
1,37,0,Prof-specialty
0,17,0,Sales
1,48,0,Transport-moving
0,40,1,?
0,26,0,Adm-clerical
1,35,0,Craft-repair
0,21,1,Sales
0,54,0,Other-service
0,40,1,Adm-clerical
0,51,1,Exec-managerial
0,60,1,Other-service
0,22,0,Sales
0,20,0,Farming-fishing
0,21,0,Farming-fishing
0,21,0,Handlers-cleaners
0,43,1,Adm-clerical
1,36,0,Craft-repair
1,65,0,Adm-clerical
1,48,0,Machine-op-inspct
1,37,0,Exec-managerial
0,20,0,Machine-op-inspct
0,41,1,Exec-managerial
0,55,0,Craft-repair
0,39,1,Prof-specialty
1,41,1,Transport-moving
0,80,0,Craft-repair
0,59,0,Farming-fishing
1,52,0,Craft-repair
1,39,0,Exec-managerial
0,56,0,Prof-specialty
0,69,1,Adm-clerical
1,49,0,Exec-managerial
0,33,0,Exec-managerial
1,28,0,Exec-managerial
1,49,0,Exec-managerial
0,51,0,Handlers-cleaners
0,42,1,Other-service
0,66,1,Adm-clerical
1,44,0,Craft-repair
0,26,0,Sales
0,43,1,Adm-clerical
0,28,1,Machine-op-inspct
0,25,1,?
0,17,1,Sales
1,52,0,Craft-repair
0,34,1,?
0,24,0,Handlers-cleaners
0,41,0,?
0,65,1,Sales
1,36,0,Craft-repair
0,19,0,Handlers-cleaners
0,43,0,Sales
1,39,1,Prof-specialty
1,48,0,Transport-moving
1,50,0,Protective-serv
0,21,0,Other-service
0,36,1,Other-service
0,33,0,Other-service
0,50,0,Exec-managerial
1,49,0,Sales
0,34,0,Sales
1,70,0,Exec-managerial
0,39,0,Transport-moving
0,44,1,Prof-specialty
1,32,1,Tech-support
0,40,0,Craft-repair
1,46,0,Craft-repair
0,21,0,?
1,40,1,Other-service
0,47,0,Craft-repair
0,19,0,Adm-clerical
0,22,1,Adm-clerical
0,20,1,Protective-serv
1,46,1,Prof-specialty
1,41,0,Prof-specialty
0,17,1,Prof-specialty
0,41,0,Machine-op-inspct
0,28,0,Craft-repair
0,20,0,?
0,24,0,Other-service
0,33,0,Exec-managerial
1,44,0,Exec-managerial
0,26,1,Prof-specialty
1,47,0,Sales
0,24,0,Machine-op-inspct
1,58,0,Exec-managerial
0,41,0,Craft-repair
1,38,0,Sales
0,21,1,Adm-clerical
0,33,0,Exec-managerial
0,23,1,?
0,40,1,Machine-op-inspct
0,47,1,Exec-managerial
0,41,1,Exec-managerial
0,38,0,Farming-fishing
0,50,1,Other-service
0,45,0,Farming-fishing
1,65,0,?
0,33,0,Handlers-cleaners
0,34,0,Adm-clerical
0,65,0,Sales
0,24,0,Transport-moving
0,26,0,Machine-op-inspct
0,55,0,Craft-repair
0,66,1,Prof-specialty
0,43,0,Prof-specialty
0,37,1,Adm-clerical
0,22,0,Craft-repair
0,21,0,Machine-op-inspct
0,69,1,?
0,27,1,Machine-op-inspct
1,48,0,Adm-clerical
0,24,1,Prof-specialty
0,18,1,?
0,53,1,Other-service
0,26,0,Craft-repair
1,60,0,Sales
0,21,1,Other-service
0,39,0,Other-service
1,45,0,Exec-managerial
0,76,0,Craft-repair
0,19,1,Other-service
1,34,0,Prof-specialty
0,54,0,Craft-repair
0,23,1,Adm-clerical
0,44,0,Handlers-cleaners
0,27,1,Adm-clerical
0,23,0,Handlers-cleaners
0,37,0,Farming-fishing
1,41,0,Craft-repair
0,21,1,Adm-clerical
1,37,0,Adm-clerical
0,63,0,Machine-op-inspct
0,35,0,Craft-repair
0,47,0,Machine-op-inspct
0,41,0,Farming-fishing
0,50,1,Prof-specialty
0,26,0,Sales
1,36,0,Tech-support
1,47,0,Prof-specialty
0,51,1,Exec-managerial
0,41,1,Adm-clerical
1,40,1,Prof-specialty
0,32,0,Exec-managerial
1,37,0,Adm-clerical
0,40,0,Exec-managerial
0,56,0,Craft-repair
0,50,0,Craft-repair
0,28,0,Machine-op-inspct
0,28,0,Machine-op-inspct
0,19,1,Adm-clerical
0,44,0,Machine-op-inspct
1,42,1,Prof-specialty
1,47,0,Exec-managerial
0,31,0,Machine-op-inspct
1,61,0,Other-service
0,21,1,Adm-clerical
1,26,0,Other-service
1,58,1,Adm-clerical
0,35,1,Prof-specialty
0,35,1,Adm-clerical
0,29,0,Adm-clerical
1,40,0,Prof-specialty
1,33,0,Sales
0,38,0,Machine-op-inspct
0,50,0,Other-service
1,66,0,Tech-support
1,36,0,Protective-serv
0,33,1,Sales
1,55,0,Exec-managerial
0,46,0,Machine-op-inspct
0,36,0,Craft-repair
0,41,1,?
0,30,1,Other-service
0,29,0,Exec-managerial
0,60,1,?
0,24,1,Sales
0,42,1,Other-service
0,26,1,Exec-managerial
0,37,0,Prof-specialty
0,27,0,Farming-fishing
0,26,0,Craft-repair
0,23,0,Craft-repair
1,60,0,Exec-managerial
0,49,1,Adm-clerical
0,46,0,Adm-clerical
0,21,0,Machine-op-inspct
0,48,0,Craft-repair
0,70,0,Sales
0,44,1,Prof-specialty
0,58,0,Sales
0,41,1,Exec-managerial
0,54,1,Machine-op-inspct
1,42,0,Exec-managerial
0,28,0,Handlers-cleaners
0,65,0,Handlers-cleaners
0,35,0,Craft-repair
0,82,0,Other-service
1,48,0,Transport-moving
1,44,0,Exec-managerial
0,68,1,Adm-clerical
0,42,0,Other-service
0,24,1,Adm-clerical
0,54,0,Handlers-cleaners
0,22,0,Handlers-cleaners
0,43,0,Farming-fishing
0,17,1,Other-service
0,46,0,Transport-moving
1,59,0,Tech-support
0,37,0,Handlers-cleaners
0,70,0,?
1,57,0,Sales
0,47,1,?
0,31,1,Sales
0,23,1,Adm-clerical
0,17,1,Other-service
0,63,0,Prof-specialty
1,44,0,Prof-specialty
1,30,0,Prof-specialty
0,23,0,Prof-specialty
1,44,0,Prof-specialty
0,24,1,Sales
0,34,0,Handlers-cleaners
0,37,0,Craft-repair
0,24,1,Machine-op-inspct
0,32,1,Machine-op-inspct
0,42,0,Craft-repair
0,20,1,Other-service
1,34,0,Prof-specialty
0,37,1,Transport-moving
0,47,1,Adm-clerical
0,25,0,Farming-fishing
1,36,0,Farming-fishing
0,60,0,Sales
0,64,0,Craft-repair
0,32,1,Adm-clerical
0,33,0,Other-service
0,71,1,Exec-managerial
0,55,1,Exec-managerial
0,85,1,Sales
0,57,0,Prof-specialty
1,39,0,Prof-specialty
0,25,0,Craft-repair
1,58,0,Craft-repair
0,57,0,Craft-repair
0,30,1,Prof-specialty
0,19,1,Sales
1,40,0,Prof-specialty
0,28,1,Protective-serv
0,43,0,Prof-specialty
1,40,1,?
0,19,1,Other-service
0,24,0,Exec-managerial
1,34,0,Sales
0,22,1,Other-service
0,64,0,Farming-fishing
0,55,0,?
0,26,0,Craft-repair
0,80,1,Adm-clerical
0,79,1,Prof-specialty
1,58,0,Exec-managerial
0,43,0,Tech-support
1,43,0,Craft-repair
0,46,0,Other-service
1,35,1,Exec-managerial
0,51,0,Craft-repair
1,52,1,Exec-managerial
1,43,0,Sales
0,68,1,Exec-managerial
1,34,1,Prof-specialty
1,37,0,Craft-repair
0,22,1,Sales
0,32,0,Transport-moving
0,65,0,Craft-repair
0,28,0,Machine-op-inspct
0,37,0,Transport-moving
0,40,1,Prof-specialty
0,40,0,Other-service
0,52,1,Other-service
0,35,0,Craft-repair
0,62,0,Farming-fishing
0,49,0,Handlers-cleaners
0,49,1,Machine-op-inspct
1,47,0,Prof-specialty
0,45,1,Exec-managerial
0,37,0,Farming-fishing
1,36,0,Protective-serv
0,36,0,Craft-repair
1,44,0,Prof-specialty
1,51,0,Prof-specialty
0,25,0,Protective-serv
0,28,0,Craft-repair
0,57,1,Sales
0,46,0,Craft-repair
1,59,0,Transport-moving
0,28,0,Handlers-cleaners
0,25,0,Other-service
0,35,1,Adm-clerical
1,27,0,Craft-repair
1,29,0,Sales
0,43,0,Adm-clerical
0,38,1,Adm-clerical
0,26,1,Adm-clerical
1,55,0,?
0,36,0,Craft-repair
1,37,0,Machine-op-inspct
0,23,0,?
0,34,0,Other-service
0,41,0,Protective-serv
0,44,1,Prof-specialty
0,48,1,Exec-managerial
1,35,0,Protective-serv
0,43,1,Prof-specialty
1,57,0,Prof-specialty
0,44,1,Adm-clerical
0,28,0,Other-service
0,55,1,Craft-repair
0,52,0,Machine-op-inspct
0,30,1,Adm-clerical
1,31,0,Prof-specialty
0,21,0,?
1,50,0,Prof-specialty
1,43,0,Farming-fishing
0,33,0,Machine-op-inspct
0,23,0,Handlers-cleaners
1,35,0,Farming-fishing
0,18,0,Other-service
0,21,1,?
1,33,0,Protective-serv
0,30,1,Exec-managerial
0,21,0,Protective-serv
1,36,1,Adm-clerical
0,38,0,Prof-specialty
1,33,0,Exec-managerial
0,24,0,Craft-repair
0,24,0,Prof-specialty
0,39,1,Protective-serv
0,43,0,Other-service
0,43,0,Prof-specialty
1,62,0,?
0,30,1,Adm-clerical
0,25,0,Transport-moving
0,45,1,Other-service
0,22,0,Protective-serv
1,73,0,Prof-specialty
1,26,0,Craft-repair
0,24,0,Machine-op-inspct
0,18,0,Craft-repair
1,35,0,Handlers-cleaners
0,22,1,Sales
0,28,0,Handlers-cleaners
0,38,0,Craft-repair
0,68,0,?
0,40,1,Adm-clerical
1,32,0,Machine-op-inspct
1,42,0,Transport-moving
0,31,1,Adm-clerical
0,33,0,Prof-specialty
0,54,0,Transport-moving
0,63,0,Farming-fishing
0,67,0,Sales
0,47,1,Other-service
0,67,1,Other-service
0,33,1,Adm-clerical
0,33,1,Other-service
0,25,0,Adm-clerical
0,25,1,Adm-clerical
0,35,0,Machine-op-inspct
1,54,0,Craft-repair
1,35,0,Farming-fishing
0,18,0,Other-service
0,54,1,?
0,30,0,Farming-fishing
0,29,0,Craft-repair
1,41,1,Prof-specialty
1,40,0,Tech-support
1,46,0,Tech-support
0,39,1,Tech-support
1,42,1,Adm-clerical
1,49,0,Craft-repair
0,23,1,Other-service
0,34,0,Transport-moving
0,42,0,Craft-repair
1,31,0,Craft-repair
0,72,1,?
1,31,0,Transport-moving
1,90,1,Prof-specialty
0,27,1,Prof-specialty
0,18,0,?
1,30,0,Craft-repair
0,27,1,Prof-specialty
0,27,0,Exec-managerial
0,28,0,Craft-repair
0,40,1,Adm-clerical
0,43,1,Prof-specialty
0,26,0,Transport-moving
0,48,1,Other-service
0,41,0,Farming-fishing
0,32,0,Craft-repair
0,23,0,Craft-repair
0,35,0,Sales
0,42,0,Exec-managerial
0,27,1,Prof-specialty
0,34,0,Transport-moving
0,25,1,Prof-specialty
1,46,0,Prof-specialty
0,34,0,Other-service
0,39,1,Adm-clerical
0,33,1,Machine-op-inspct
0,25,0,Adm-clerical
0,45,0,Exec-managerial
0,46,0,Prof-specialty
0,23,0,Craft-repair
0,37,0,Exec-managerial
1,39,0,Prof-specialty
1,38,0,Handlers-cleaners
0,35,0,Other-service
1,49,0,Sales
1,37,1,Prof-specialty
0,45,1,Other-service
0,71,1,Other-service
1,44,0,Sales
0,19,0,?
0,38,1,Tech-support
0,42,0,Craft-repair
1,29,0,Exec-managerial
0,48,0,Machine-op-inspct
1,56,0,Sales
0,32,0,Tech-support
0,19,1,Other-service
0,57,0,Sales
0,55,0,Transport-moving
0,48,0,?
0,46,0,Craft-repair
0,36,1,Other-service
1,66,0,Sales
0,26,0,Adm-clerical
1,58,0,Exec-managerial
1,62,0,Prof-specialty
0,31,0,Prof-specialty
0,77,1,?
0,25,0,Machine-op-inspct
0,38,0,Adm-clerical
0,33,1,Exec-managerial
0,51,1,Prof-specialty
0,20,0,Farming-fishing
0,40,0,Adm-clerical
0,20,0,Other-service
0,41,1,Exec-managerial
0,44,1,Machine-op-inspct
0,35,0,Farming-fishing
0,35,0,Farming-fishing
0,46,1,Adm-clerical
0,24,1,Adm-clerical
0,18,0,Other-service
0,37,0,Machine-op-inspct
0,58,0,Prof-specialty
0,55,0,Adm-clerical
0,68,1,Sales
1,41,0,Prof-specialty
1,50,0,Exec-managerial
0,48,0,Craft-repair
0,42,0,?
0,45,0,Protective-serv
0,43,0,Prof-specialty
0,37,0,Craft-repair
1,43,0,Exec-managerial
0,36,1,Machine-op-inspct
0,60,0,Other-service
0,27,0,Craft-repair
1,36,0,Sales
0,47,0,Transport-moving
0,33,0,Craft-repair
0,19,0,Transport-moving
0,33,1,Other-service
1,34,0,Prof-specialty
0,33,1,Other-service
0,57,1,Sales
1,59,1,Sales
0,36,1,Craft-repair
1,60,0,Adm-clerical
0,33,0,Tech-support
0,41,1,Prof-specialty
0,20,0,Prof-specialty
0,28,1,Prof-specialty
0,24,0,Prof-specialty
0,31,0,Farming-fishing
0,38,1,Craft-repair
0,40,1,Prof-specialty
0,55,0,Prof-specialty
0,49,0,Machine-op-inspct
0,33,0,Transport-moving
0,52,1,Machine-op-inspct
0,24,0,Prof-specialty
0,46,0,Craft-repair
0,20,1,Adm-clerical
0,50,0,Handlers-cleaners
0,22,0,Adm-clerical
0,32,0,Transport-moving
1,46,0,Sales
0,62,0,?
1,39,0,Exec-managerial
0,26,1,Adm-clerical
0,20,1,Sales
0,37,0,Exec-managerial
0,40,1,Adm-clerical
0,22,1,Other-service
1,32,1,Exec-managerial
0,41,0,Tech-support
0,24,1,Adm-clerical
0,40,0,Exec-managerial
1,37,1,Prof-specialty
1,42,0,Adm-clerical
0,56,1,Sales
0,20,0,Handlers-cleaners
0,55,0,Adm-clerical
0,29,0,Craft-repair
0,37,0,Craft-repair
0,61,0,Transport-moving
0,26,0,Prof-specialty
0,49,0,Craft-repair
0,18,0,Farming-fishing
0,30,0,Farming-fishing
0,24,1,Other-service
0,24,0,Tech-support
0,37,0,Transport-moving
0,37,1,Adm-clerical
0,36,0,Machine-op-inspct
0,40,0,Farming-fishing
0,44,0,Craft-repair
0,43,0,Craft-repair
0,19,1,Handlers-cleaners
0,50,1,Exec-managerial
0,17,0,?
0,39,1,Adm-clerical
0,43,0,Craft-repair
0,43,0,Machine-op-inspct
1,40,0,Prof-specialty
0,31,0,Craft-repair
0,25,0,Craft-repair
0,30,0,Prof-specialty
0,55,0,Farming-fishing
0,55,0,Adm-clerical
0,29,0,Exec-managerial
1,28,0,Adm-clerical
0,30,0,Craft-repair
0,33,0,Sales
0,23,0,Adm-clerical
0,71,1,Priv-house-serv
0,22,0,?
0,21,1,Sales
0,62,0,?
0,22,1,?
0,49,0,Farming-fishing
0,31,0,Machine-op-inspct
0,27,0,Prof-specialty
1,27,0,Prof-specialty
0,26,0,Other-service
0,30,0,?
0,17,1,Other-service
0,26,0,Transport-moving
0,45,1,Adm-clerical
1,50,0,Craft-repair
0,31,0,Farming-fishing
0,51,1,Adm-clerical
0,56,1,Machine-op-inspct
0,24,0,Machine-op-inspct
0,29,0,Handlers-cleaners
0,26,0,Sales
0,51,0,Exec-managerial
0,32,0,Protective-serv
1,47,0,Exec-managerial
0,30,0,Machine-op-inspct
0,41,1,?
0,49,0,Craft-repair
1,40,0,Prof-specialty
1,62,0,Adm-clerical
0,43,0,Prof-specialty
0,76,0,Handlers-cleaners
1,40,0,?
1,35,0,Sales
0,27,1,Handlers-cleaners
1,54,0,Exec-managerial
0,55,0,Sales
0,21,0,Sales
0,20,0,Handlers-cleaners
0,39,1,Adm-clerical
1,26,0,Prof-specialty
0,20,1,Machine-op-inspct
0,28,0,Transport-moving
0,56,0,Other-service
0,39,0,Machine-op-inspct
1,44,0,Exec-managerial
1,55,0,Craft-repair
0,54,0,Sales
1,30,0,Prof-specialty
1,34,0,Protective-serv
0,42,1,Transport-moving
0,50,1,Exec-managerial
1,34,0,Adm-clerical
0,23,0,Craft-repair
0,27,0,?
0,81,0,?
0,47,1,Machine-op-inspct
0,57,0,Craft-repair
1,65,1,?
0,33,0,Prof-specialty
0,37,1,Craft-repair
0,53,1,Exec-managerial
0,27,1,Adm-clerical
1,47,0,Craft-repair
0,42,0,Prof-specialty
1,39,0,Prof-specialty
0,58,0,Exec-managerial
0,20,0,Adm-clerical
0,19,0,Machine-op-inspct
0,39,0,Craft-repair
0,51,0,Exec-managerial
0,52,1,Sales
1,53,1,Adm-clerical
0,50,0,Sales
0,36,0,Machine-op-inspct
0,30,1,Tech-support
0,30,1,Adm-clerical
1,50,0,Sales
0,76,1,Priv-house-serv
1,46,0,Sales
0,24,0,Handlers-cleaners
0,26,0,Sales
1,56,0,Prof-specialty
1,50,0,Prof-specialty
0,22,0,Craft-repair
0,23,1,Prof-specialty
0,51,0,Exec-managerial
0,58,0,Transport-moving
0,38,1,Other-service
1,45,0,Machine-op-inspct
0,55,0,Sales
1,45,0,Sales
0,42,0,Machine-op-inspct
1,44,0,Adm-clerical
1,60,0,Prof-specialty
0,27,0,Sales
1,25,0,Exec-managerial
0,61,1,?
1,43,0,Exec-managerial
0,44,0,Tech-support
0,63,1,Other-service
0,46,1,Prof-specialty
0,47,0,Exec-managerial
0,37,0,Sales
0,43,1,Exec-managerial
1,46,0,Prof-specialty
0,48,1,?
0,61,1,Exec-managerial
1,53,0,Adm-clerical
0,79,0,?
0,44,0,Craft-repair
0,54,0,Exec-managerial
0,22,1,Prof-specialty
1,47,0,Transport-moving
0,18,1,Other-service
0,25,0,Craft-repair
0,24,1,Adm-clerical
1,37,0,Adm-clerical
1,51,1,Adm-clerical
1,35,0,Craft-repair
0,59,1,Adm-clerical
0,46,0,Craft-repair
1,45,0,Protective-serv
0,19,0,Other-service
0,22,1,Adm-clerical
0,41,0,Craft-repair
0,33,0,Exec-managerial
0,26,1,Adm-clerical
0,22,0,Handlers-cleaners
1,29,0,Prof-specialty
0,22,1,Adm-clerical
0,34,0,Tech-support
0,23,0,Handlers-cleaners
0,20,0,Adm-clerical
0,25,1,Prof-specialty
1,59,0,Adm-clerical
0,44,0,Craft-repair
0,55,0,Tech-support
0,77,1,Adm-clerical
1,42,0,Exec-managerial
1,47,0,Craft-repair
0,42,0,Machine-op-inspct
0,45,0,Craft-repair
0,23,0,Other-service
0,60,0,?
0,23,0,Craft-repair
0,52,0,Craft-repair
1,49,0,Craft-repair
0,20,0,Craft-repair
0,20,1,Other-service
0,23,1,Other-service
0,30,0,Craft-repair
1,45,0,Handlers-cleaners
0,30,0,Other-service
0,17,1,Other-service
0,22,0,Sales
0,25,0,Handlers-cleaners
1,52,0,Exec-managerial
1,40,1,Tech-support
0,18,0,?
0,58,0,Exec-managerial
0,30,0,Craft-repair
0,59,0,Handlers-cleaners
0,29,1,Other-service
0,26,1,Prof-specialty
0,39,1,Prof-specialty
1,33,0,Exec-managerial
0,21,1,?
0,22,0,Sales
0,25,0,Craft-repair
0,19,1,?
0,44,1,Prof-specialty
0,35,1,Sales
0,40,0,Handlers-cleaners
0,19,1,Adm-clerical
1,37,0,Craft-repair
0,32,0,Tech-support
0,52,0,Transport-moving
0,36,0,Craft-repair
0,38,1,Craft-repair
0,57,0,Machine-op-inspct
0,22,1,Adm-clerical
0,80,0,?
0,20,1,Adm-clerical
0,40,0,Machine-op-inspct
0,36,0,Farming-fishing
0,27,1,Adm-clerical
0,52,1,Adm-clerical
0,43,1,Transport-moving
