income,age,sex,occupation
>50K,38,Male,Exec-managerial
>50K,41,Male,Craft-repair
<=50K,64,Male,?
<=50K,30,Male,Prof-specialty
<=50K,20,Male,Farming-fishing
<=50K,19,Female,Other-service
<=50K,20,Male,Sales
<=50K,35,Male,Exec-managerial
<=50K,33,Male,Craft-repair
>50K,43,Male,Exec-managerial
<=50K,38,Female,Exec-managerial
<=50K,50,Female,Exec-managerial
<=50K,23,Female,Other-service
<=50K,30,Female,Adm-clerical
<=50K,33,Female,Exec-managerial
<=50K,48,Male,Machine-op-inspct
<=50K,43,Female,Prof-specialty
<=50K,33,Male,Tech-support
>50K,50,Male,Exec-managerial
>50K,23,Male,Adm-clerical
<=50K,36,Male,Handlers-cleaners
<=50K,50,Female,Adm-clerical
<=50K,26,Female,Sales
<=50K,55,Female,Prof-specialty
<=50K,37,Male,Farming-fishing
<=50K,43,Male,Machine-op-inspct
<=50K,38,Male,Transport-moving
<=50K,42,Male,Handlers-cleaners
<=50K,47,Male,Transport-moving
<=50K,44,Male,Exec-managerial
<=50K,28,Male,Craft-repair
<=50K,51,Female,Adm-clerical
<=50K,51,Male,Craft-repair
<=50K,49,Male,Exec-managerial
>50K,62,Male,Prof-specialty
<=50K,31,Female,Adm-clerical
<=50K,29,Female,Handlers-cleaners
<=50K,23,Male,Farming-fishing
<=50K,40,Female,Sales
<=50K,66,Male,Exec-managerial
<=50K,17,Female,Other-service
>50K,37,Male,Craft-repair
<=50K,69,Male,Prof-specialty
<=50K,23,Female,Adm-clerical
>50K,38,Male,Exec-managerial
<=50K,37,Male,Craft-repair
<=50K,38,Female,Sales
<=50K,38,Male,Farming-fishing
<=50K,37,Female,Prof-specialty
>50K,37,Male,Exec-managerial
<=50K,23,Male,Farming-fishing
<=50K,17,Female,Other-service
<=50K,48,Male,Prof-specialty
<=50K,17,Female,Adm-clerical
>50K,55,Male,Exec-managerial
>50K,35,Male,Exec-managerial
>50K,68,Female,?
<=50K,35,Male,Craft-repair
>50K,53,Male,Exec-managerial
<=50K,43,Male,Machine-op-inspct
<=50K,36,Male,Prof-specialty
<=50K,24,Female,Other-service
<=50K,45,Male,Transport-moving
<=50K,34,Female,Adm-clerical
<=50K,56,Female,Adm-clerical
>50K,36,Male,Craft-repair
<=50K,22,Male,Prof-specialty
<=50K,19,Male,?
<=50K,33,Male,Other-service
<=50K,48,Female,Other-service
<=50K,20,Female,Other-service
>50K,64,Male,Sales
<=50K,47,Male,Craft-repair
<=50K,20,Female,Other-service
<=50K,44,Female,Exec-managerial
<=50K,45,Male,Farming-fishing
>50K,45,Female,Transport-moving
>50K,45,Male,Prof-specialty
<=50K,27,Male,Prof-specialty
>50K,41,Male,Craft-repair
<=50K,20,Male,Farming-fishing
>50K,54,Male,Exec-managerial
<=50K,17,Female,Other-service
>50K,50,Male,Prof-specialty
<=50K,31,Male,Tech-support
<=50K,49,Male,Craft-repair
<=50K,44,Male,Adm-clerical
<=50K,49,Male,Craft-repair
<=50K,28,Male,Prof-specialty
>50K,43,Male,Tech-support
<=50K,33,Female,Machine-op-inspct
<=50K,35,Female,Machine-op-inspct
<=50K,17,Female,Sales
<=50K,25,Male,Handlers-cleaners
<=50K,41,Female,Craft-repair
<=50K,30,Male,Tech-support
>50K,48,Male,Other-service
<=50K,61,Male,Adm-clerical
<=50K,41,Male,Craft-repair
<=50K,36,Male,Tech-support
<=50K,24,Male,Protective-serv
<=50K,27,Male,Adm-clerical
<=50K,18,Female,Prof-specialty
<=50K,20,Female,Prof-specialty
<=50K,18,Male,Other-service
<=50K,23,Male,Craft-repair
>50K,43,Male,Prof-specialty
<=50K,38,Female,Exec-managerial
<=50K,36,Female,Adm-clerical
<=50K,28,Male,Exec-managerial
<=50K,47,Male,Craft-repair
>50K,51,Male,Exec-managerial
>50K,35,Male,Exec-managerial
<=50K,38,Male,Protective-serv
>50K,47,Male,Adm-clerical
<=50K,26,Female,Craft-repair
>50K,31,Male,Protective-serv
<=50K,46,Female,Adm-clerical
<=50K,49,Female,Exec-managerial
<=50K,19,Female,Sales
<=50K,45,Male,Farming-fishing
>50K,46,Male,Prof-specialty
<=50K,70,Male,Tech-support
<=50K,19,Female,Adm-clerical
<=50K,46,Male,Craft-repair
<=50K,20,Male,Transport-moving
<=50K,17,Female,Other-service
>50K,43,Male,Exec-managerial
<=50K,19,Female,Other-service
<=50K,37,Male,Craft-repair
<=50K,51,Female,Prof-specialty
>50K,40,Male,Prof-specialty
<=50K,24,Male,Craft-repair
<=50K,31,Male,Prof-specialty
>50K,59,Male,Prof-specialty
<=50K,27,Female,Other-service
>50K,40,Male,Prof-specialty
<=50K,30,Male,Craft-repair
<=50K,28,Male,Adm-clerical
<=50K,25,Male,Craft-repair
<=50K,22,Female,Sales
<=50K,21,Male,Exec-managerial
<=50K,67,Male,?
>50K,35,Female,Exec-managerial
<=50K,54,Male,Exec-managerial
<=50K,36,Male,Machine-op-inspct
<=50K,29,Male,Sales
<=50K,32,Female,Exec-managerial
<=50K,55,Male,Transport-moving
<=50K,56,Female,Adm-clerical
<=50K,19,Male,Other-service
<=50K,36,Female,Other-service
>50K,58,Female,Adm-clerical
<=50K,35,Female,Adm-clerical
<=50K,44,Female,Machine-op-inspct
<=50K,40,Male,Exec-managerial
<=50K,18,Female,Other-service
<=50K,71,Male,Farming-fishing
>50K,51,Male,Exec-managerial
<=50K,27,Male,?
<=50K,20,Male,Other-service
<=50K,33,Female,?
<=50K,34,Female,Tech-support
>50K,28,Male,Other-service
<=50K,23,Female,Adm-clerical
<=50K,36,Male,Craft-repair
>50K,42,Female,Prof-specialty
>50K,31,Male,Craft-repair
<=50K,19,Male,?
<=50K,38,Male,Prof-specialty
<=50K,22,Female,Adm-clerical
<=50K,36,Female,Adm-clerical
>50K,36,Male,Sales
<=50K,17,Male,Handlers-cleaners
<=50K,30,Female,Adm-clerical
<=50K,35,Male,Craft-repair
>50K,32,Male,Exec-managerial
>50K,42,Male,Exec-managerial
>50K,54,Female,Exec-managerial
>50K,36,Male,Sales
<=50K,58,Male,Other-service
<=50K,39,Male,Other-service
<=50K,62,Female,Adm-clerical
<=50K,51,Male,Prof-specialty
<=50K,52,Female,Exec-managerial
<=50K,25,Female,Sales
<=50K,26,Female,Adm-clerical
<=50K,26,Male,Craft-repair
<=50K,59,Female,Exec-managerial
<=50K,21,Male,Farming-fishing
>50K,45,Male,Tech-support
<=50K,26,Male,Craft-repair
<=50K,68,Male,Farming-fishing
>50K,60,Male,Other-service
<=50K,65,Male,Sales
<=50K,41,Female,Exec-managerial
<=50K,34,Male,Transport-moving
<=50K,28,Male,Adm-clerical
<=50K,40,Female,Adm-clerical
>50K,57,Male,Prof-specialty
<=50K,37,Male,Craft-repair
<=50K,34,Male,Machine-op-inspct
<=50K,21,Female,?
>50K,57,Male,Tech-support
>50K,55,Male,Exec-managerial
<=50K,51,Male,Farming-fishing
>50K,56,Male,Adm-clerical
<=50K,32,Male,Exec-managerial
<=50K,18,Male,Sales
<=50K,48,Male,Prof-specialty
>50K,46,Male,Prof-specialty
>50K,41,Male,Prof-specialty
<=50K,33,Male,Transport-moving
<=50K,33,Male,Handlers-cleaners
<=50K,47,Male,Machine-op-inspct
>50K,46,Female,Exec-managerial
<=50K,40,Female,Adm-clerical
<=50K,42,Male,Machine-op-inspct
>50K,31,Male,Prof-specialty
<=50K,51,Male,Handlers-cleaners
<=50K,44,Female,Adm-clerical
<=50K,37,Female,Tech-support
<=50K,25,Female,Machine-op-inspct
>50K,63,Male,Farming-fishing
<=50K,52,Male,Sales
<=50K,42,Female,Tech-support
<=50K,28,Female,Adm-clerical
>50K,30,Male,Prof-specialty
<=50K,34,Male,Sales
>50K,37,Female,Exec-managerial
<=50K,31,Male,Machine-op-inspct
<=50K,35,Female,Sales
<=50K,25,Female,Adm-clerical
<=50K,38,Male,Exec-managerial
<=50K,43,Male,Farming-fishing
<=50K,22,Female,Craft-repair
<=50K,18,Male,Other-service
<=50K,26,Female,Adm-clerical
>50K,36,Male,Transport-moving
<=50K,43,Male,Sales
<=50K,21,Female,Adm-clerical
<=50K,62,Female,Protective-serv
<=50K,26,Male,Craft-repair
>50K,54,Male,Exec-managerial
<=50K,18,Female,Sales
<=50K,65,Male,Sales
<=50K,41,Male,Craft-repair
<=50K,31,Female,Other-service
<=50K,56,Female,Sales
>50K,50,Male,Exec-managerial
<=50K,22,Female,Adm-clerical
<=50K,36,Male,Protective-serv
>50K,48,Male,Prof-specialty
<=50K,30,Female,Other-service
<=50K,35,Male,Tech-support
<=50K,37,Male,Transport-moving
<=50K,32,Male,?
<=50K,56,Female,Exec-managerial
<=50K,29,Male,?
<=50K,41,Male,Sales
<=50K,38,Male,Other-service
<=50K,34,Female,Machine-op-inspct
<=50K,54,Male,Other-service
<=50K,36,Male,?
<=50K,42,Female,Prof-specialty
<=50K,33,Male,Farming-fishing
<=50K,21,Female,Prof-specialty
<=50K,69,Male,Transport-moving
<=50K,32,Female,Sales
<=50K,50,Male,Craft-repair
<=50K,40,Male,Other-service
<=50K,45,Female,Other-service
<=50K,31,Male,Adm-clerical
<=50K,24,Female,Prof-specialty
>50K,28,Male,Prof-specialty
<=50K,21,Female,Other-service
<=50K,43,Male,Exec-managerial
<=50K,22,Female,Sales
<=50K,62,Male,Craft-repair
<=50K,21,Male,Tech-support
<=50K,37,Male,Transport-moving
<=50K,34,Female,Other-service
>50K,74,Male,Exec-managerial
<=50K,43,Female,Machine-op-inspct
<=50K,25,Female,Prof-specialty
<=50K,43,Male,Handlers-cleaners
<=50K,23,Male,Other-service
<=50K,33,Female,Machine-op-inspct
>50K,51,Male,Exec-managerial
<=50K,64,Female,Sales
<=50K,35,Male,Exec-managerial
<=50K,69,Male,Farming-fishing
>50K,32,Male,Exec-managerial
<=50K,20,Female,Other-service
>50K,66,Male,Transport-moving
<=50K,31,Male,Craft-repair
<=50K,22,Female,Other-service
<=50K,32,Male,Prof-specialty
<=50K,23,Female,Sales
<=50K,21,Male,Adm-clerical
<=50K,36,Female,Other-service
<=50K,62,Male,Craft-repair
<=50K,24,Male,Handlers-cleaners
>50K,45,Male,Transport-moving
<=50K,27,Male,Handlers-cleaners
>50K,38,Male,Prof-specialty
<=50K,20,Female,?
<=50K,30,Male,Machine-op-inspct
<=50K,17,Male,?
<=50K,17,Male,?
<=50K,21,Male,Farming-fishing
<=50K,56,Male,Sales
>50K,59,Female,Prof-specialty
<=50K,37,Female,Exec-managerial
<=50K,52,Female,Exec-managerial
>50K,50,Male,Exec-managerial
>50K,55,Male,Exec-managerial
>50K,55,Male,Prof-specialty
<=50K,45,Female,?
<=50K,72,Male,Prof-specialty
<=50K,39,Female,Exec-managerial
<=50K,28,Female,Machine-op-inspct
<=50K,38,Male,Tech-support
<=50K,44,Male,Craft-repair
<=50K,51,Male,Sales
<=50K,20,Male,Other-service
<=50K,25,Female,Transport-moving
>50K,52,Female,Sales
<=50K,45,Female,Craft-repair
<=50K,17,Female,Adm-clerical
<=50K,20,Female,Other-service
<=50K,64,Male,Prof-specialty
<=50K,34,Male,Adm-clerical
<=50K,74,Male,Exec-managerial
>50K,58,Female,Craft-repair
>50K,44,Male,Prof-specialty
<=50K,23,Female,Adm-clerical
<=50K,23,Male,Handlers-cleaners
<=50K,27,Female,Tech-support
>50K,34,Male,Sales
<=50K,18,Female,Sales
<=50K,33,Female,Sales
<=50K,50,Male,Craft-repair
<=50K,47,Male,Sales
>50K,50,Male,Prof-specialty
<=50K,18,Female,Sales
>50K,49,Female,Prof-specialty
<=50K,34,Male,Handlers-cleaners
>50K,51,Male,Prof-specialty
>50K,56,Male,Exec-managerial
<=50K,64,Female,Adm-clerical
<=50K,23,Female,Farming-fishing
<=50K,33,Male,Transport-moving
<=50K,43,Male,Exec-managerial
>50K,60,Male,Exec-managerial
<=50K,57,Female,Other-service
<=50K,22,Male,Sales
<=50K,23,Male,Machine-op-inspct
>50K,54,Male,Sales
>50K,39,Male,Adm-clerical
<=50K,32,Male,Prof-specialty
<=50K,20,Male,Tech-support
<=50K,30,Male,Exec-managerial
<=50K,56,Male,Farming-fishing
<=50K,34,Male,Handlers-cleaners
<=50K,32,Male,Craft-repair
>50K,59,Male,Prof-specialty
<=50K,19,Male,Prof-specialty
<=50K,60,Female,?
<=50K,29,Male,Handlers-cleaners
<=50K,24,Male,Craft-repair
<=50K,41,Male,Prof-specialty
<=50K,23,Female,Handlers-cleaners
>50K,32,Male,Sales
<=50K,51,Male,Sales
<=50K,18,Male,Sales
<=50K,28,Female,Exec-managerial
>50K,33,Female,?
<=50K,38,Female,Transport-moving
<=50K,29,Male,Prof-specialty
<=50K,25,Male,Transport-moving
<=50K,31,Male,Tech-support
<=50K,34,Female,Adm-clerical
>50K,34,Male,Exec-managerial
>50K,66,Male,Exec-managerial
<=50K,41,Male,Handlers-cleaners
<=50K,62,Male,Prof-specialty
<=50K,58,Male,Craft-repair
<=50K,40,Female,Exec-managerial
<=50K,24,Female,Exec-managerial
>50K,47,Male,Exec-managerial
<=50K,19,Male,Other-service
<=50K,32,Male,Craft-repair
<=50K,51,Female,Adm-clerical
<=50K,25,Male,Transport-moving
<=50K,60,Male,?
<=50K,22,Male,Transport-moving
>50K,29,Female,Exec-managerial
<=50K,20,Male,Sales
<=50K,42,Male,Craft-repair
<=50K,18,Male,Machine-op-inspct
<=50K,23,Female,Machine-op-inspct
>50K,28,Male,Adm-clerical
>50K,55,Female,Prof-specialty
<=50K,40,Male,Machine-op-inspct
<=50K,52,Male,Sales
>50K,37,Male,Machine-op-inspct
<=50K,21,Female,Sales
<=50K,35,Male,Other-service
<=50K,45,Male,Machine-op-inspct
<=50K,39,Female,Adm-clerical
<=50K,54,Male,Craft-repair
<=50K,42,Female,Sales
<=50K,26,Female,?
<=50K,59,Male,Craft-repair
>50K,42,Female,Sales
<=50K,22,Female,Protective-serv
<=50K,33,Female,Prof-specialty
>50K,39,Male,Machine-op-inspct
<=50K,18,Male,Farming-fishing
>50K,46,Male,Sales
<=50K,24,Male,Other-service
<=50K,28,Female,Handlers-cleaners
<=50K,21,Female,Adm-clerical
<=50K,22,Male,Craft-repair
>50K,61,Male,Handlers-cleaners
<=50K,56,Male,Adm-clerical
<=50K,21,Female,Sales
<=50K,17,Male,Handlers-cleaners
>50K,29,Male,Handlers-cleaners
>50K,28,Male,Protective-serv
<=50K,62,Female,Adm-clerical
<=50K,39,Male,Machine-op-inspct
<=50K,30,Male,Protective-serv
<=50K,20,Male,?
<=50K,18,Male,Adm-clerical
<=50K,54,Male,Handlers-cleaners
>50K,49,Male,Transport-moving
<=50K,33,Male,Prof-specialty
>50K,50,Male,Sales
<=50K,57,Male,Other-service
<=50K,50,Female,Adm-clerical
>50K,45,Male,Exec-managerial
>50K,41,Male,Exec-managerial
<=50K,23,Male,Machine-op-inspct
<=50K,23,Female,Sales
<=50K,47,Female,Adm-clerical
<=50K,39,Male,Exec-managerial
>50K,29,Male,Machine-op-inspct
<=50K,46,Male,Machine-op-inspct
<=50K,18,Male,Handlers-cleaners
<=50K,68,Male,Craft-repair
>50K,62,Male,Tech-support
<=50K,43,Male,Tech-support
<=50K,35,Male,Craft-repair
<=50K,21,Female,Adm-clerical
<=50K,21,Male,Handlers-cleaners
<=50K,41,Female,Craft-repair
<=50K,61,Male,Transport-moving
<=50K,24,Male,Craft-repair
<=50K,21,Male,Protective-serv
<=50K,36,Male,Other-service
<=50K,37,Female,Protective-serv
>50K,69,Male,Transport-moving
<=50K,49,Female,Exec-managerial
>50K,55,Male,Farming-fishing
<=50K,21,Male,Machine-op-inspct
<=50K,18,Male,Other-service
<=50K,26,Male,Prof-specialty
<=50K,20,Female,?
<=50K,46,Male,Farming-fishing
<=50K,23,Male,Craft-repair
>50K,48,Male,Craft-repair
>50K,36,Male,Craft-repair
<=50K,42,Male,Prof-specialty
>50K,41,Male,Prof-specialty
<=50K,45,Female,Sales
<=50K,52,Male,Craft-repair
<=50K,22,Female,Prof-specialty
<=50K,20,Female,Machine-op-inspct
<=50K,27,Male,Machine-op-inspct
<=50K,36,Male,Exec-managerial
<=50K,34,Male,Transport-moving
>50K,38,Male,Prof-specialty
<=50K,20,Female,?
<=50K,47,Female,Sales
<=50K,21,Male,Craft-repair
<=50K,33,Male,Transport-moving
<=50K,31,Male,Protective-serv
<=50K,61,Male,Craft-repair
<=50K,46,Male,Handlers-cleaners
>50K,55,Male,Prof-specialty
<=50K,19,Male,Prof-specialty
>50K,39,Male,Machine-op-inspct
<=50K,61,Male,Other-service
<=50K,28,Male,Handlers-cleaners
<=50K,28,Male,Transport-moving
>50K,61,Male,?
<=50K,61,Male,Craft-repair
<=50K,54,Male,Sales
<=50K,50,Male,Machine-op-inspct
>50K,37,Female,Prof-specialty
<=50K,17,Female,?
<=50K,56,Female,Sales
>50K,31,Female,Exec-managerial
>50K,32,Female,Exec-managerial
<=50K,28,Female,Other-service
<=50K,34,Male,Tech-support
<=50K,33,Female,Other-service
<=50K,42,Female,Adm-clerical
<=50K,64,Male,Craft-repair
<=50K,29,Male,Handlers-cleaners
<=50K,41,Male,?
<=50K,45,Male,Transport-moving
>50K,48,Male,Prof-specialty
<=50K,44,Female,Tech-support
<=50K,34,Male,Adm-clerical
<=50K,40,Male,Machine-op-inspct
<=50K,45,Male,Craft-repair
<=50K,23,Female,Other-service
>50K,51,Male,Prof-specialty
<=50K,24,Male,Craft-repair
>50K,57,Male,Prof-specialty
<=50K,23,Female,Adm-clerical
>50K,34,Male,Farming-fishing
<=50K,36,Male,Machine-op-inspct
>50K,56,Male,Prof-specialty
<=50K,42,Female,Exec-managerial
<=50K,45,Male,Exec-managerial
>50K,38,Male,Prof-specialty
>50K,29,Male,Protective-serv
<=50K,54,Male,Prof-specialty
>50K,40,Male,Machine-op-inspct
<=50K,29,Male,Transport-moving
<=50K,35,Male,Exec-managerial
<=50K,47,Female,Exec-managerial
<=50K,51,Female,Exec-managerial
<=50K,28,Male,Other-service
>50K,58,Male,Machine-op-inspct
<=50K,24,Female,Machine-op-inspct
<=50K,46,Male,Exec-managerial
<=50K,57,Male,Machine-op-inspct
<=50K,22,Male,Handlers-cleaners
<=50K,28,Male,Tech-support
<=50K,17,Male,?
<=50K,23,Male,Sales
<=50K,19,Male,Handlers-cleaners
<=50K,66,Female,Prof-specialty
<=50K,38,Male,Exec-managerial
<=50K,39,Female,Exec-managerial
<=50K,39,Male,?
>50K,47,Male,Machine-op-inspct
<=50K,39,Male,Transport-moving
<=50K,22,Male,Transport-moving
<=50K,36,Male,Craft-repair
<=50K,32,Male,Machine-op-inspct
<=50K,29,Male,?
<=50K,43,Male,Prof-specialty
<=50K,51,Male,Craft-repair
<=50K,42,Male,Craft-repair
<=50K,32,Female,Adm-clerical
<=50K,34,Male,Adm-clerical
<=50K,51,Male,Craft-repair
<=50K,38,Male,Sales
<=50K,21,Male,Handlers-cleaners
<=50K,33,Female,Other-service
<=50K,34,Male,Craft-repair
<=50K,32,Male,Exec-managerial
<=50K,38,Male,?
>50K,27,Male,Other-service
>50K,35,Male,Sales
<=50K,29,Male,Prof-specialty
<=50K,40,Male,Craft-repair
<=50K,46,Male,Farming-fishing
<=50K,37,Female,Other-service
<=50K,38,Male,Craft-repair
>50K,37,Male,Exec-managerial
>50K,44,Male,Prof-specialty
<=50K,25,Male,Prof-specialty
<=50K,38,Male,Sales
<=50K,34,Female,Adm-clerical
>50K,50,Male,Sales
>50K,46,Male,Exec-managerial
<=50K,20,Male,Handlers-cleaners
>50K,47,Male,Exec-managerial
>50K,46,Male,Prof-specialty
<=50K,34,Male,Sales
<=50K,61,Male,Transport-moving
<=50K,55,Female,Prof-specialty
<=50K,36,Male,Transport-moving
>50K,28,Female,Exec-managerial
<=50K,22,Male,Other-service
<=50K,34,Female,Sales
<=50K,33,Male,Machine-op-inspct
<=50K,27,Female,Other-service
<=50K,43,Male,Handlers-cleaners
>50K,55,Male,Craft-repair
<=50K,39,Female,Other-service
<=50K,20,Male,Other-service
<=50K,38,Male,Handlers-cleaners
<=50K,30,Male,Craft-repair
<=50K,21,Male,Other-service
<=50K,60,Male,Prof-specialty
<=50K,43,Male,Handlers-cleaners
>50K,36,Male,Craft-repair
<=50K,23,Female,Other-service
>50K,57,Male,Handlers-cleaners
<=50K,25,Male,Handlers-cleaners
<=50K,38,Female,Other-service
<=50K,22,Male,Craft-repair
<=50K,23,Male,Craft-repair
<=50K,61,Female,Sales
<=50K,28,Male,Craft-repair
<=50K,17,Female,?
<=50K,21,Female,Other-service
<=50K,49,Male,Prof-specialty
<=50K,37,Male,Craft-repair
<=50K,23,Female,Other-service
<=50K,38,Male,Prof-specialty
>50K,34,Female,Prof-specialty
<=50K,21,Female,Machine-op-inspct
>50K,27,Male,Exec-managerial
>50K,57,Male,Craft-repair
<=50K,22,Male,Handlers-cleaners
<=50K,20,Female,Adm-clerical
>50K,49,Female,Prof-specialty
<=50K,38,Male,Craft-repair
<=50K,40,Male,Tech-support
<=50K,44,Male,Craft-repair
<=50K,37,Female,Adm-clerical
<=50K,57,Male,Prof-specialty
<=50K,56,Female,Other-service
<=50K,41,Male,Prof-specialty
<=50K,50,Male,Other-service
<=50K,33,Male,Machine-op-inspct
<=50K,29,Male,Sales
>50K,28,Male,Exec-managerial
<=50K,35,Male,Machine-op-inspct
<=50K,36,Male,Craft-repair
>50K,45,Female,Prof-specialty
<=50K,30,Male,Craft-repair
<=50K,35,Male,Other-service
<=50K,27,Male,Sales
<=50K,22,Male,Exec-managerial
<=50K,24,Male,Handlers-cleaners
>50K,47,Male,Prof-specialty
>50K,47,Male,Exec-managerial
<=50K,18,Female,Other-service
<=50K,18,Male,Adm-clerical
>50K,31,Male,Protective-serv
<=50K,43,Female,Other-service
<=50K,45,Male,Transport-moving
<=50K,39,Male,Transport-moving
<=50K,30,Male,Adm-clerical
<=50K,22,Female,Adm-clerical
<=50K,30,Male,Farming-fishing
>50K,36,Male,Prof-specialty
<=50K,20,Male,Prof-specialty
<=50K,61,Male,?
<=50K,27,Male,Transport-moving
>50K,59,Male,Exec-managerial
<=50K,60,Male,Craft-repair
<=50K,43,Female,Exec-managerial
<=50K,35,Male,Transport-moving
>50K,40,Male,Adm-clerical
<=50K,20,Male,Handlers-cleaners
<=50K,47,Male,Exec-managerial
<=50K,40,Male,Prof-specialty
<=50K,20,Male,Machine-op-inspct
<=50K,75,Male,?
<=50K,25,Female,Adm-clerical
>50K,47,Male,Prof-specialty
>50K,29,Female,Sales
<=50K,34,Male,Transport-moving
<=50K,45,Female,Prof-specialty
<=50K,23,Male,Handlers-cleaners
<=50K,46,Female,Adm-clerical
<=50K,41,Female,Machine-op-inspct
>50K,29,Male,Prof-specialty
<=50K,17,Male,Handlers-cleaners
<=50K,39,Male,Craft-repair
<=50K,37,Female,Machine-op-inspct
<=50K,34,Male,Machine-op-inspct
<=50K,20,Male,Craft-repair
<=50K,18,Female,?
>50K,52,Male,Craft-repair
<=50K,42,Female,Prof-specialty
<=50K,22,Male,Craft-repair
<=50K,66,Female,Exec-managerial
<=50K,35,Male,Transport-moving
>50K,40,Male,Prof-specialty
<=50K,21,Female,Sales
<=50K,51,Male,Protective-serv
<=50K,34,Male,Craft-repair
<=50K,24,Male,Craft-repair
<=50K,43,Female,Adm-clerical
>50K,34,Female,Exec-managerial
<=50K,42,Female,Prof-specialty
<=50K,41,Male,Craft-repair
<=50K,21,Female,Transport-moving
<=50K,64,Male,Protective-serv
<=50K,24,Female,Adm-clerical
<=50K,23,Male,Handlers-cleaners
<=50K,29,Male,Sales
<=50K,44,Female,Exec-managerial
<=50K,28,Male,Prof-specialty
>50K,33,Male,Sales
<=50K,35,Male,Craft-repair
<=50K,41,Female,Craft-repair
>50K,42,Male,Sales
>50K,51,Male,Exec-managerial
<=50K,32,Female,Other-service
<=50K,37,Male,Craft-repair
<=50K,18,Female,Sales
<=50K,24,Female,Other-service
<=50K,29,Female,?
<=50K,45,Male,Adm-clerical
>50K,52,Male,Exec-managerial
<=50K,35,Female,Other-service
<=50K,46,Female,Exec-managerial
>50K,63,Male,Exec-managerial
>50K,32,Female,Prof-specialty
<=50K,24,Female,Other-service
<=50K,72,Male,?
<=50K,35,Male,?
<=50K,29,Female,Adm-clerical
>50K,35,Male,Exec-managerial
<=50K,70,Male,Handlers-cleaners
>50K,65,Male,?
<=50K,36,Female,Machine-op-inspct
>50K,53,Male,Other-service
<=50K,49,Male,Transport-moving
>50K,60,Male,Exec-managerial
<=50K,18,Male,Handlers-cleaners
<=50K,21,Male,Other-service
<=50K,42,Male,Transport-moving
<=50K,25,Female,Prof-specialty
<=50K,32,Male,Craft-repair
<=50K,25,Male,Sales
>50K,47,Male,Adm-clerical
<=50K,30,Female,Prof-specialty
<=50K,21,Female,?
<=50K,38,Male,Farming-fishing
<=50K,34,Male,Transport-moving
<=50K,37,Female,Other-service
>50K,56,Female,Exec-managerial
<=50K,52,Male,Exec-managerial
<=50K,23,Male,Prof-specialty
<=50K,29,Male,Protective-serv
>50K,45,Male,Craft-repair
<=50K,23,Female,Prof-specialty
>50K,45,Male,Exec-managerial
<=50K,30,Male,Exec-managerial
<=50K,45,Male,Sales
<=50K,26,Male,Machine-op-inspct
<=50K,23,Male,Machine-op-inspct
<=50K,24,Female,Other-service
>50K,43,Male,Exec-managerial
<=50K,42,Male,Handlers-cleaners
<=50K,72,Female,Adm-clerical
<=50K,21,Female,?
>50K,57,Male,Exec-managerial
<=50K,24,Male,Sales
<=50K,27,Male,Handlers-cleaners
<=50K,54,Male,Sales
>50K,42,Male,Exec-managerial
<=50K,17,Male,Other-service
>50K,48,Male,Exec-managerial
<=50K,39,Female,Sales
>50K,41,Male,Exec-managerial
<=50K,50,Female,Other-service
<=50K,57,Male,Transport-moving
>50K,44,Male,Prof-specialty
<=50K,20,Female,?
<=50K,49,Male,Sales
<=50K,44,Female,Prof-specialty
<=50K,42,Male,Craft-repair
<=50K,18,Male,?
<=50K,18,Male,Other-service
<=50K,51,Female,Tech-support
<=50K,28,Female,Prof-specialty
>50K,39,Female,Exec-managerial
<=50K,25,Male,Sales
>50K,41,Male,Prof-specialty
>50K,39,Male,Sales
<=50K,42,Female,Other-service
<=50K,33,Female,Adm-clerical
<=50K,63,Male,?
>50K,47,Female,Sales
<=50K,27,Male,Protective-serv
>50K,39,Male,Exec-managerial
<=50K,20,Male,Farming-fishing
<=50K,49,Female,Other-service
<=50K,70,Male,?
<=50K,46,Male,Handlers-cleaners
>50K,47,Male,Sales
<=50K,35,Male,Craft-repair
<=50K,24,Male,Handlers-cleaners
<=50K,22,Male,?
<=50K,43,Female,Other-service
>50K,60,Male,Prof-specialty
>50K,53,Male,Machine-op-inspct
<=50K,47,Female,Exec-managerial
<=50K,34,Male,Handlers-cleaners
<=50K,37,Male,Other-service
<=50K,35,Male,Other-service
<=50K,23,Female,Exec-managerial
<=50K,27,Female,?
<=50K,29,Male,Transport-moving
<=50K,23,Male,Craft-repair
<=50K,35,Female,Other-service
<=50K,18,Female,?
<=50K,27,Female,Prof-specialty
<=50K,56,Female,?
<=50K,40,Female,Adm-clerical
<=50K,31,Male,Sales
<=50K,18,Male,Sales
<=50K,25,Female,Prof-specialty
<=50K,36,Female,Protective-serv
<=50K,38,Male,Craft-repair
<=50K,52,Male,Craft-repair
<=50K,23,Male,Other-service
>50K,48,Male,Exec-managerial
<=50K,34,Female,?
>50K,46,Male,Adm-clerical
<=50K,26,Male,Protective-serv
<=50K,47,Male,Machine-op-inspct
<=50K,21,Female,?
<=50K,65,Male,Prof-specialty
<=50K,31,Male,Transport-moving
>50K,38,Female,Exec-managerial
<=50K,68,Male,Exec-managerial
<=50K,26,Female,Adm-clerical
<=50K,42,Male,Other-service
>50K,49,Male,Craft-repair
>50K,42,Female,Adm-clerical
